1317383440.759356499,-1.58866,0.355138,9.69284,0.00763748,0.00545107,-0.00803343
1317383440.859356403,4.99207,0.541671,9.68232,0.0087451,0.00400547,8.38913e-05
1317383440.959356308,1.32015,0.603889,9.83829,-0.00568298,-0.00497571,0.00409618
1317383441.059356213,4.66504,0.453472,9.35989,-0.008027,-0.0124344,0.00240626
1317383441.159012318,-6.16066,0.611093,9.8309,-0.0258627,-0.0190639,0.000244615
1317383441.259670258,-3.90953,0.540503,10.1904,-0.0272061,-0.00660505,-0.00524297
1317383441.359765530,7.53161,0.443208,10.3453,-0.0205682,-0.00441667,-0.00412021
1317383441.459058523,-1.70811,0.247022,9.96192,-0.00741805,0.0114456,-0.00840884
1317383441.558223963,-16.7784,0.204406,9.53769,0.0171757,0.0189578,-0.00242602
1317383441.655314684,16.8121,0.230641,9.41675,0.0369583,0.0173095,-0.000888615
1317383441.755944729,16.8343,0.564441,10.03,0.0170829,-0.0147778,0.00151184
1317383441.856445789,-15.3758,0.763989,10.2301,0.000282131,-0.0217564,-0.00303912
1317383441.959319353,-3.43127,0.554035,9.98297,-0.00534162,-0.0224463,0.00380355
1317383442.060802698,0.761876,0.484653,10.0104,-0.0241393,0.00426661,-0.00963888
1317383442.156316042,8.44209,0.0907974,9.57863,-0.00919836,0.054171,-0.00993078
1317383442.255788326,-7.97148,0.102809,9.22096,0.0139778,0.0111784,-0.00394102
1317383442.355569601,6.57766,0.296181,10.0897,0.0384353,-0.0125464,-0.00300644
1317383442.456320763,-7.29307,0.562084,9.60143,0.0223441,-0.0245941,-0.00200487
1317383442.555154324,8.64272,0.61689,10.262,0.00192274,-0.0210589,-0.00675885
1317383442.656711817,-10.4288,0.600233,9.73703,-0.0166456,-0.00576017,-0.00455366
1317383442.757134914,0.395325,0.351135,9.86461,-0.0199336,-0.0102206,-0.000859124
1317383442.855332375,6.30024,0.361439,10.6566,-0.00392076,-0.00253309,0.00423104
1317383442.955955267,0.0585818,0.456173,9.6716,-0.000641919,0.00045694,0.00287856
1317383443.055408955,6.10866,0.24861,9.38917,-0.00309587,0.00683961,0.000928285
