13870,2.03734,0.489303,5.55245
13869,4.41664,-4.26967,8.12738
13868,3.72265,-1.66532,6.3472
13867,4.62145,-3.37519,7.38606
13866,8.32764,-1.99107,9.22009
13865,2.64046,2.66274,7.05604
13864,2.82889,1.97698,8.2788
13863,7.30588,-1.49198,9.56854
13862,6.08412,-5.30947,6.16185
13861,11.2707,-1.31106,6.32109
13860,3.95203,-4.63196,6.07932
13859,5.0238,0.844343,9.78308
13858,5.01865,3.38845,8.81901
13857,5.81625,-1.089,6.5007
13856,5.92097,-0.36454,8.30013
13855,9.95548,3.87971,5.81051
13854,7.9252,4.29969,6.10098
13853,11.8463,4.77544,9.41898
13852,4.94714,-4.28623,5.44867
13851,4.27271,-1.66586,8.54046
13850,7.55852,5.69955,6.19151
13849,8.50153,-5.97832,8.22716
13848,6.54661,-2.41425,8.95183
13847,6.31551,5.12471,8.67041
13846,5.87108,-3.63471,7.94196
13845,9.56058,-1.38849,5.81453
13844,8.14889,4.89937,6.67078
13843,4.93599,2.07093,5.88368
13842,8.45447,1.40834,9.24087
13841,8.29087,-1.65604,6.88617
13840,6.96207,-5.13573,7.77585
13839,8.41593,3.56504,7.25143
13838,9.94046,1.06475,5.41997
13837,6.68211,1.38717,7.39578
13836,7.40174,-5.14487,8.64695
13835,11.5744,-5.14277,7.80128
13834,5.79685,-1.96907,8.33013
13833,6.05615,-1.52709,6.17064
13832,6.92309,6.09997,6.64689
13831,9.44281,3.98381,6.45316
13830,5.84793,8.62832,7.63697
13829,5.86712,1.54994,6.29971
13828,10.146,5.99841,8.50546
13827,11.1833,-4.593,6.3542
13826,9.17794,6.54668,6.4145
13825,4.56141,3.28584,8.68314
13824,9.35108,0.558948,6.13145
13823,5.0555,2.32102,5.42808
13822,8.47136,6.03546,4.98234
13821,9.07948,5.18656,6.53575
13820,3.85947,-1.42842,7.66017
13819,9.32718,-3.37433,9.98759
13818,14.8654,3.50901,7.18396
13817,9.3161,-6.35784,8.0865
13816,12.5943,0.588508,6.9643
13815,8.66948,-1.41103,9.35387
13814,8.26068,3.96971,5.08566
13813,15.2571,-4.57008,9.08928
13812,11.7239,4.2082,5.62908
13811,14.0311,2.44087,7.75123
13810,9.63078,1.91165,5.40711
13809,9.21302,-4.61052,7.42681
13808,15.0543,7.74078,7.9698
13807,11.0539,-2.25375,5.48639
13806,14.9666,-5.37496,6.71166
13805,15.0308,-1.50257,6.20988
13804,6.24201,7.08576,7.89755
13803,10.8283,1.76022,7.85904
13802,11.9735,1.41847,8.89536
13801,6.77769,6.13718,6.11151
13800,12.6818,-0.827176,5.90946
13799,10.8114,3.63234,8.4936
13798,8.30469,7.13189,7.12544
13797,11.4805,7.52147,6.08244
13796,11.2673,-0.78614,5.62321
13795,15.6917,-8.65576,10.0921
13794,15.5362,-8.27445,9.21243
13793,13.4057,2.22047,5.76414
13792,7.86391,9.43955,7.66328
13791,10.6254,-1.6198,8.85283
13790,6.94878,0.0149708,8.63871
13789,8.60446,7.13572,5.72893
13788,9.73515,2.41839,6.9233
13787,8.44107,9.82322,9.14132
13786,16.6618,3.84468,4.89388
13785,11.9052,-1.74239,7.81437
13784,14.1193,8.70847,8.84278
13783,11.939,8.03287,7.49812
13782,10.8159,3.24355,7.10647
13781,10.6497,-5.35105,6.14065
13780,12.0207,-4.43487,6.53489
13779,12.538,-3.33009,6.0437
13778,14.934,-2.29242,5.11168
13777,10.8686,2.21431,5.3471
13776,18.6636,-4.46855,8.65929
13775,14.019,-1.23188,5.40698
13774,15.2622,-1.87172,8.92676
13773,13.3339,0.793987,5.66753
13772,10.0948,-4.96306,8.91835
13771,13.1394,2.309,5.73011
13770,16.9521,0.476043,9.34272
13769,11.9987,7.64042,8.31274
13768,17.5265,3.00698,9.71483
