1317384506.909266710,0,-5.31173,-0.508869,0.0274299,0.00552456,-0.0214274,-0.998737,0.0451159
1317384507.009266615,1,-6.34986,-0.608175,0.0327259,0.00543432,-0.0210995,-0.998727,0.0454833
1317384507.109266520,2,-7.3574,-0.704901,0.0379529,0.00536675,-0.0208208,-0.99872,0.0457927
1317384507.209266424,3,-8.42626,-0.807397,0.0436021,0.00530341,-0.0204783,-0.998713,0.0461043
1317384507.310081959,4,-9.50407,-0.911792,0.0496401,0.0113014,-0.0205357,-0.998656,0.0462149
1317384507.409792662,5,-10.5512,-1.00671,0.0552895,0.0080367,-0.0206643,-0.99837,0.0525943
1317384507.507512331,6,-11.6035,-1.15268,0.0613798,0.0102491,-0.0110303,-0.998585,0.0509966
1317384507.607827902,7,-12.6315,-1.27444,0.0671321,0.0155297,-0.00900901,-0.998461,0.0524761
1317384507.708338737,8,-13.6361,-1.38366,0.0731915,0.00639076,-0.00949275,-0.998559,0.0524252
1317384507.807247162,9,-14.7202,-1.45532,0.0803575,0.0119385,-0.0143595,-0.998419,0.0530114
1317384507.905972958,10,-15.8257,-1.55676,0.0842201,0.00806583,-0.014031,-0.998333,0.0553942
1317384508.005548477,11,-16.9702,-1.69327,0.0898607,0.00909858,-0.0130212,-0.99831,0.0559003
1317384508.106971025,12,-18.1196,-1.81051,0.0952121,0.00763541,-0.013887,-0.998263,0.0567466
1317384508.208668709,13,-19.2701,-1.96679,0.0992992,0.00584714,-0.0126938,-0.998161,0.0589919
1317384508.307897329,14,-20.3746,-2.12798,0.104858,0.00669087,-0.0104317,-0.998042,0.0613001
1317384508.407770872,15,-21.4988,-2.27944,0.112189,0.00628212,-0.00905577,-0.997942,0.0631715
1317384508.509003162,16,-22.0454,-2.32421,0.118915,0.00508425,-0.00985541,-0.997941,0.0631688
1317384508.608746052,17,-22.4688,-2.32042,0.127354,0.00585853,-0.0117763,-0.998015,0.061584
1317384508.705144405,18,-24.7423,-2.59368,0.158325,0.00389196,-0.0109176,-0.997996,0.0622097
1317384508.807441950,19,-26.0701,-2.81216,0.161244,0.00667326,-0.00959408,-0.99781,0.0650976
1317384508.906642199,20,-27.2338,-2.9253,0.176052,0.00699687,-0.0110268,-0.997838,0.0644087
1317384509.005864143,21,-28.3651,-3.05136,0.198138,0.00621049,-0.0116789,-0.997823,0.0646022
1317384509.106740475,22,-29.532,-3.15939,0.20832,0.006032,-0.012993,-0.997845,0.0640329
1317384509.206701517,23,-30.7038,-3.28911,0.210481,0.00570588,-0.0131023,-0.997857,0.0638521
1317384509.306811094,24,-31.855,-3.42394,0.210228,0.00596906,-0.0135428,-0.997848,0.0638747
1317384509.407036781,25,-32.9662,-3.6003,0.228235,0.00544245,-0.0135659,-0.99772,0.0658806
1317384509.507200241,26,-34.0888,-3.77743,0.256196,0.00468002,-0.0133881,-0.997621,0.0674657
1317384509.607144356,27,-35.269,-3.92139,0.248772,0.00483104,-0.0140095,-0.997591,0.0677703
1317384509.707228899,28,-36.4139,-4.10837,0.272593,0.00455299,-0.013786,-0.997487,0.0693441
1317384509.807143211,29,-37.5407,-4.2547,0.281041,0.00499096,-0.0134846,-0.997475,0.0695464
1317384509.907124281,30,-38.6644,-4.45307,0.274611,0.00572874,-0.0126451,-0.997372,0.0711073
1317384510.007253408,31,-39.7705,-4.63821,0.30677,0.00536328,-0.0122934,-0.997289,0.0723465
1317384510.107265234,32,-40.9309,-4.80983,0.309952,0.00516621,-0.0115217,-0.997261,0.0728718
1317384510.207182884,33,-42.1304,-4.97619,0.262783,0.0066744,-0.0110737,-0.997253,0.072929
1317384510.307182789,34,-41.8485,-4.93413,0.266644,0.00686676,-0.0111311,-0.997219,0.0733715
1317384510.407705069,35,-42.5975,-5.11774,0.301214,0.00741631,-0.0102346,-0.997111,0.0748991
1317384510.507274151,36,-45.3574,-5.47665,0.274213,0.00911776,-0.00988176,-0.997263,0.0726999
1317384510.607263565,37,-46.7128,-5.35845,0.266717,0.0106385,-0.012217,-0.997726,0.0654228
1317384510.707356930,38,-47.8995,-5.47612,0.26833,0.0107051,-0.0130895,-0.99779,0.0642632
1317384510.807304144,39,-49.0015,-5.66693,0.270812,0.00967462,-0.0132293,-0.997756,0.0649131
1317384510.907369852,40,-50.2126,-5.75117,0.240546,0.00953837,-0.0131251,-0.99786,0.0633402
1317384511.007376909,41,-51.3641,-5.83723,0.2196,0.00963587,-0.0130237,-0.997929,0.0622498
1317384511.107298136,42,-52.4583,-5.93253,0.254027,0.008699,-0.0136283,-0.997953,0.0618811
1317384511.207296133,43,-53.5927,-6.12016,0.259281,0.0085351,-0.0137573,-0.997862,0.063321
1317384511.307304859,44,-54.742,-6.276,0.24812,0.0090081,-0.013648,-0.997786,0.0644663
1317384511.407281876,45,-55.9138,-6.36367,0.24207,0.00922524,-0.0139853,-0.997793,0.0642468
1317384511.507371426,46,-57.1261,-6.50239,0.183928,0.0104606,-0.013942,-0.997758,0.0646229
1317384511.607326269,47,-57.8539,-6.55261,0.183958,0.0102275,-0.0141476,-0.997779,0.0642871
1317384511.707184792,48,-57.2839,-6.46072,0.164973,0.010434,-0.0141453,-0.997812,0.0637403
1317384511.806545734,49,-59.413,-6.40074,0.297668,0.00866535,-0.0161764,-0.998103,0.0587676
1317384511.906914234,50,-61.4042,-6.67207,0.237071,0.00961212,-0.016245,-0.998026,0.0598968
1317384512.006820679,51,-62.3267,-6.77019,0.246949,0.00966789,-0.016435,-0.998017,0.059989
1317384512.106956482,52,-63.7408,-6.94024,0.234203,0.010299,-0.0163538,-0.997996,0.0602457
1317384512.206967354,53,-65.1123,-7.07941,0.232493,0.00999618,-0.0163656,-0.998012,0.0600295
1317384512.307060480,54,-66.2488,-7.13421,0.219123,0.00941901,-0.0160656,-0.998089,0.0589151
1317384512.407136679,55,-67.4105,-7.35333,0.202319,0.0093798,-0.0149261,-0.998029,0.0602308
1317384512.507166624,56,-68.5421,-7.51942,0.170485,0.00987471,-0.0138358,-0.998008,0.0607537
